;Stoch-Stoch Value;Stoch-Stoch Mean Stopping Time;Stoch-Determ Value;Stoch-Determ Mean Stopping Time;Rel Improvement
count;10000,0;10000,0;10000,0;10000,0;10000,0
mean;3958609,70138675;2,777898073196411;3936835,776243523;2,813967227935791;1,005813694498412
std;58398,56680792312;0,039723511785268784;48660,18774331434;0,03315107896924019;0,029291071848356293
min;1423916,3875305713;1,0292878150939941;1313524,5846541848;0,9558191299438477;0,36238607893566943
25%;3952109,980500616;2,775830388069153;3928856,744994259;2,8119139075279236;1,0051023655191156
50%;3961100,592620571;2,7797441482543945;3938411,1353372736;2,8151683807373047;1,0057163956633464
75%;3970199,499207839;2,783621370792389;3948264,0831503244;2,8184226155281067;1,0063872945453178
max;4012877,419912501;2,8004350662231445;3991482,177677086;2,832054376602173;3,018015247083765
CI 95 Lower;3957465,1105098273;2,7771195067450396;3935882,0540889446;2,8133174787275075;1,0052396000394985
CI 95 Upper;3959754,292263673;2,7786766396477827;3937789,498398102;2,8146169771440745;1,0063877889573254
