;Stoch-Stoch Value;Stoch-Stoch Mean Stopping Time;Stoch-Determ Value;Stoch-Determ Mean Stopping Time;Rel Improvement
count;10000,0;10000,0;10000,0;10000,0;10000,0
mean;3898161,474350907;2,806490421295166;3897333,3910245295;2,811065435409546;1,00049460561491
std;57147,248730976484;0,03980789706110954;47826,811843461415;0,033250950276851654;0,028295768767245738
min;1111834,4774294817;0,8448609113693237;1731507,5805210504;1,2688120603561401;0,28580166256864115
25%;3892433,969794604;2,8044660091400146;3891145,4278536155;2,808755338191986;1,0001398337762617
50%;3899975,097596009;2,807853937149048;3898666,814473736;2,8121161460876465;1,00033246315704
75%;3907586,7302187793;2,811171054840088;3906283,4244271307;2,815347671508789;1,0005270728796214
max;3948958,036697722;2,8256161212921143;3946898,416026454;2,8302016258239746;2,260353039954421
CI 95 Lower;3897041,408857624;2,8057102008497656;3896396,002737444;2,8104137288326165;0,9999400187379233
CI 95 Upper;3899281,53984419;2,8072706417405664;3898270,779311615;2,8117171419864753;1,0010491924918967
