;Stoch-Stoch Value;Stoch-Stoch Mean Stopping Time;Stoch-Determ Value;Stoch-Determ Mean Stopping Time;Rel Improvement
count;10000,0;10000,0;10000,0;10000,0;10000,0
mean;1996878,730832257;2,236726999282837;1938999,9433131486;2,2692654132843018;1,0299284421872095
std;28503,065038326233;0,031115200370550156;18922,2510304541;0,02019803784787655;0,017639932418427352
min;644790,6889065698;0,7510180473327637;1128139,2812958253;1,332726001739502;0,3364263843773588
25%;1992516,6779936762;2,2319581508636475;1932731,3413472066;2,2642948627471924;1,0283064918325193
50%;1998015,6995879249;2,237897753715515;1939798,9702494396;2,2700799703598022;1,0299561208602614
75%;2003420,4116399335;2,2437996864318848;1946511,4350908408;2,2756605744361877;1,0317501812599439
max;2031777,4451456803;2,269773006439209;1975241,801401231;2,301588296890259;1,7763205208939716
CI 95 Lower;1996320,0810230158;2,2361171525253494;1938629,0740078874;2,268869539053407;1,0295827058649112
CI 95 Upper;1997437,3806414984;2,2373368460403245;1939370,8126184097;2,2696612875151967;1,0302741785095078
