;Stoch-Stoch Value;Stoch-Stoch Mean Stopping Time;Stoch-Determ Value;Stoch-Determ Mean Stopping Time;Rel Improvement
0;2025868.0443128422;2.2235758;1965139.6719953038;2.2750516;1.030902827510412
1;2013477.4935239006;2.223559;1954774.3852861144;2.2642906;1.0300306309923302
2;2002707.94030964;2.220413;1943745.7721190476;2.2666774;1.0303343004195
3;2022690.5620124412;2.2259374;1961052.664071342;2.264132;1.0314310263412982
4;2012974.3033650913;2.22421;1959531.5948047484;2.279345;1.0272732058528855
5;2040989.8526939354;2.2396147;1985843.063230839;2.2826538;1.0277699635405106
6;2023203.8402123374;2.2154396;1961065.1743691254;2.2704074;1.0316861808854476
7;2011492.5665091644;2.2173047;1955378.2926284245;2.2590668;1.028697400442812
8;2018381.5323866257;2.222829;1957999.1933068517;2.2678163;1.0308387967095096
9;2021475.6069116204;2.2126355;1965833.248614951;2.2625382;1.028304719302043
10;2014536.4276060537;2.2136993;1957567.5539360207;2.266068;1.0291018685692288
11;2021255.5116118828;2.2264504;1965141.24513292;2.2736995;1.0285548260807926
12;2021666.6479428094;2.2258499;1963682.435448686;2.273612;1.0295283042957375
13;2031060.807101582;2.2233338;1978672.7375417259;2.2754145;1.0264763690153949
14;2039507.8081450325;2.2241724;1981648.3989627892;2.2734659;1.0291976160920007
15;2019645.370443404;2.2205384;1965035.6770465032;2.268772;1.0277906879935028
16;2008946.4495347096;2.2146134;1940820.4662588348;2.2708788;1.035101641012265
17;2018276.8883831082;2.2024384;1958753.4916890839;2.2475007;1.030388406170853
18;2017306.4235325002;2.2151225;1961426.3515249332;2.2673492;1.0284895081398913
19;2023239.4213910904;2.2166786;1972060.8138414207;2.2795491;1.0259518404252341
20;2009050.626382241;2.213779;1943481.1604807922;2.2553365;1.0337381535950818
21;2023401.2267125866;2.2094312;1958142.7112215054;2.2580652;1.0333267412620668
22;2009045.9077969952;2.208271;1948968.3581800885;2.2607481;1.0308253078428662
23;2027488.8580038585;2.2330847;1972520.1005723632;2.2852237;1.0278672736544205
24;2026462.9616419803;2.2190108;1974400.7289877005;2.265705;1.0263686251174415
25;2031966.588671826;2.2189903;1966117.6207243507;2.2617955;1.0334918761997645
26;2013082.9471924866;2.228516;1945768.4869452743;2.2638733;1.034595308074339
27;2023497.1888049203;2.2104743;1958819.575817248;2.2627425;1.0330186678682174
28;2014454.9419415744;2.226442;1953953.2641086758;2.2649958;1.0309637282243276
29;2036124.305909382;2.23936;1975101.7966681984;2.2768126;1.030895880578977
30;2044683.4412353446;2.2298806;1984824.787067868;2.28053;1.0301581552978811
31;2028215.895193571;2.2297301;1973377.199568231;2.2855704;1.0277892617981694
32;2029382.2950323727;2.225979;1978027.5057660695;2.2761028;1.0259626264632826
33;2003217.6925972567;2.2137246;1940255.9260306156;2.26984;1.0324502379928038
34;2027155.8320282395;2.2183604;1965643.3218908012;2.2705743;1.0312938311098414
35;2012581.094503888;2.2373867;1952635.1274092658;2.284936;1.030700035174599
36;2029387.504587094;2.2203586;1971915.3947881279;2.2697732;1.0291453223352625
37;2031257.6410775306;2.2325966;1971948.4245525624;2.2802253;1.030076454224925
38;2019830.1745102704;2.210587;1957564.6680661282;2.2607775;1.031807637039983
39;2032395.2782601882;2.2235215;1979708.384898343;2.2705119;1.0266134617420184
40;2020851.502615125;2.211192;1958627.096382043;2.2561376;1.0317693992634036
41;2022043.2084229393;2.2371821;1962932.7856547066;2.279299;1.0301133198244061
42;2024645.4125057086;2.2324631;1963493.1998759487;2.2725396;1.0311446011799905
43;2022013.874609737;2.2246606;1966143.3077756425;2.2731488;1.028416324798472
44;2014520.4902287498;2.2120597;1956848.4200447346;2.264107;1.0294719149389695
45;2012844.9636638202;2.2147844;1948291.1351714775;2.262922;1.0331335637302794
46;2031900.0661702622;2.2366939;1968676.5750169728;2.2749805;1.032114717041698
47;2028902.3460191742;2.217709;1974990.5125748704;2.2613866;1.0272972619873586
48;2027310.2241712825;2.2256577;1961795.0594683858;2.2662559;1.0333955192652235
49;2025249.9757913337;2.2280152;1966284.3750111586;2.274755;1.0299883381720105
50;2026679.8860173775;2.2210054;1968774.5325582954;2.2646828;1.0294118765259717
51;2029601.8596779755;2.2288792;1973391.3105694596;2.2833214;1.0284842386846709
52;2019738.3015075305;2.227673;1963497.368840505;2.2728736;1.028643243204465
53;2031063.2685352305;2.226125;1971485.856918016;2.2716215;1.0302195480673397
54;2030135.306364299;2.240587;1976232.0906700713;2.2810514;1.0272757516430933
55;2012858.8709948175;2.225124;1952668.6795187634;2.2754772;1.0308245797699218
56;2030006.7057514228;2.2208762;1975589.4059607731;2.2681;1.0275448428840837
57;2004706.9707551766;2.2253532;1941052.6949361274;2.258491;1.0327936876650037
58;2018251.7211271003;2.2216315;1952459.3998483983;2.2560668;1.033697152055408
59;2023427.6986481533;2.2369027;1969568.9755938924;2.286221;1.027345436347575
60;2027617.5388935711;2.2080212;1966286.7018383166;2.2509303;1.0311911975999812
61;2020431.2027575953;2.2188778;1963445.5262397209;2.2671402;1.0290233040623287
62;2019467.3179134976;2.208768;1962165.8856111302;2.2632477;1.029203153883455
63;2027590.027305539;2.2165997;1968247.9983512927;2.2657304;1.030149670673591
64;2024981.1691939689;2.2306771;1968471.2724536427;2.2793365;1.0287075039047373
65;2034102.1254534053;2.2264128;1978539.328229802;2.2798498;1.0280827357995028
66;2022935.2035107112;2.2219696;1958522.8979415672;2.256655;1.0328882065340375
67;2029503.0294911603;2.2199667;1977523.096029105;2.276812;1.0262853736406072
68;2024582.6359424226;2.2274394;1969881.6116767433;2.283096;1.0277686861694793
69;2017292.790351505;2.229776;1946914.6365211774;2.2645452;1.036148556546928
70;2027995.4897902203;2.22242;1964896.2693178658;2.2777636;1.0321132578129735
71;2018402.3459088975;2.2331016;1958088.910720646;2.272869;1.0308021943528878
72;2020642.878738224;2.2342448;1953199.9045270202;2.2685757;1.0345294785520356
73;2025623.0253927975;2.2105744;1970790.8807218384;2.2711294;1.0278224063279995
74;2022739.9099286918;2.219979;1967364.4658889957;2.2737956;1.0281470185112211
75;2021144.508122459;2.2094438;1964727.8733298;2.263214;1.0287147322326347
76;2034164.6162501683;2.2282364;1970344.8963587678;2.2712462;1.0323901262207142
77;2029147.8588483369;2.2184603;1972128.2666385742;2.2729278;1.0289127199149934
78;2030574.4318784832;2.2191153;1964816.6495718842;2.2723854;1.0334676430601943
79;2012544.1620675563;2.2179806;1955469.815737669;2.2744048;1.02918702496482
80;2014526.8582901512;2.2186856;1954590.7448440506;2.2593796;1.030664277728831
81;2018204.871038559;2.2237134;1958370.7994470356;2.273178;1.0305529839438057
82;2017028.7408649335;2.2206259;1958359.6519383343;2.2739334;1.0299582810892423
83;2021324.1106574584;2.2255828;1966158.1875584137;2.2642155;1.028057723660348
84;2020476.6530905857;2.2237885;1957129.6532552303;2.266648;1.0323672985742116
85;2023227.2572792277;2.2393978;1961760.026555785;2.2727942;1.0313326960950262
86;2016461.116740802;2.2252448;1958335.498060931;2.2733784;1.0296811341761536
87;2019015.4803437786;2.2290378;1949856.2836222271;2.2799876;1.0354688688096925
88;2026796.353692758;2.2163699;1970988.7726987363;2.2751472;1.0283145098374193
89;2015407.6487602822;2.2349875;1951537.7707351658;2.283843;1.0327279743097444
90;2025994.2252229215;2.2383714;1976256.947103476;2.2763948;1.0251674146888357
91;2020447.978445962;2.2241142;1954704.1995007992;2.2688804;1.0336336203513314
92;2032642.6788087161;2.2190444;1973827.0552121978;2.2763321;1.029797759353438
93;2024408.5346440377;2.2216773;1969194.9621254872;2.2801378;1.0280386521296778
94;2022500.6686529748;2.2149138;1966812.3675178294;2.2645035;1.0283139876761227
95;2021908.2797410549;2.2304938;1964202.4591527416;2.282524;1.029378753864917
96;2028130.2951870563;2.2204714;1969587.1849176087;2.2733784;1.0297235434499927
97;2035136.3943164784;2.2231002;1975997.8846949947;2.2701073;1.0299284275957674
98;2022567.335649944;2.2350247;1961163.1082985871;2.2841558;1.0313101072988407
99;2036832.965524218;2.2411542;1984220.534107742;2.2926173;1.0265154152535443
100;2019498.1665975547;2.22542;1961315.3795358029;2.2602892;1.029665186776602
101;2020389.970368583;2.2307231;1962066.3123586806;2.275231;1.029725630394107
102;2035156.9367791484;2.221961;1979324.38762538;2.273666;1.0282078821959808
103;2024886.7735375436;2.232826;1962453.6991835174;2.283922;1.0318137820933058
104;2026623.341663615;2.235897;1961631.2289420574;2.2842894;1.033131667034384
105;2042737.0267206014;2.2256746;1978088.8291874507;2.274192;1.0326821508616004
106;2022366.4085594018;2.212598;1960729.0171988197;2.2678914;1.0314359561264819
107;2012426.528493742;2.2242978;1953545.0927558646;2.2644491;1.0301408121861233
108;2025572.332149597;2.231466;1964604.9347470566;2.2728736;1.0310329045418944
109;2021241.7101864945;2.2157063;1966202.1921246415;2.2646997;1.0279928067837105
110;2025847.6952440925;2.227911;1974262.557099092;2.2696023;1.026128813495201
111;2025138.6833913655;2.219929;1968227.94471642;2.2719011;1.0289147092071924
112;2017047.292073679;2.2192488;1955919.3811849041;2.269139;1.0312527763039718
113;2031699.363963442;2.2352672;1975408.4929766704;2.2905648;1.0284958129859758
114;2027230.1369207676;2.232384;1966077.8180318854;2.271726;1.0311037123393711
115;2024678.3122440663;2.2121434;1969505.8742020703;2.2634768;1.0280133401807439
116;2021935.8293401166;2.222658;1963621.951797967;2.267733;1.0296971000394222
117;2023041.8197370495;2.2220402;1971202.3274858966;2.2781434;1.026298412663336
118;2013950.014957784;2.2113547;1953415.3080056682;2.2662435;1.030989163801485
119;2017532.2557766587;2.2170417;1959757.3464704724;2.2605813;1.0294806443309112
120;2027075.723067843;2.213537;1973280.0439393455;2.2648122;1.027262060088087
121;2030165.6811549538;2.2187064;1973162.7522696457;2.2684257;1.0288891166325433
122;2028589.197125369;2.227427;1971431.6289703678;2.2689264;1.0289929243880769
123;2013775.994289954;2.2209432;1952625.3303844319;2.2636564;1.0313171518129813
124;2025073.5831976512;2.2304938;1968710.5375446521;2.2818153;1.0286294224458687
125;2022097.9249800858;2.2157314;1958881.8346478902;2.2514522;1.0322715179721695
126;2028718.449936047;2.2223613;1973424.4519772117;2.2710626;1.0280193132822668
127;2019736.9520183415;2.2247984;1956187.3725566447;2.2701027;1.0324864480536138
128;2013801.5221759044;2.2191696;1956880.7274533783;2.2836175;1.0290875135740138
129;2030717.7307992144;2.2201085;1968270.5060656639;2.2649958;1.0317269524392636
130;2018450.243431805;2.2199874;1955413.24741325;2.260427;1.0322371734475793
131;2015999.8370232766;2.217918;1960278.9701884887;2.2728357;1.028424967916393
132;2025242.0218109596;2.226;1965950.9271594482;2.277167;1.0301589901519972
133;2028540.1041303112;2.2159734;1975672.11065315;2.2613573;1.0267594977891767
134;2034124.845998032;2.2282946;1979183.63827378;2.2675369;1.027759530071788
135;2025679.4901156807;2.2151766;1966156.4331688695;2.2630265;1.0302738154211246
136;2016401.526291343;2.2132323;1960753.697211013;2.2597802;1.028380835981329
137;2014657.011272392;2.2072656;1956942.0280382438;2.2621627;1.029492433811136
138;2018745.73552822;2.2212393;1958655.2281918812;2.2650878;1.030679471543244
139;2018603.7761057918;2.2196622;1957343.951249089;2.2696064;1.0312974246644844
140;2023326.8776953358;2.2205632;1974665.102360836;2.2715132;1.0246430522706467
141;2030444.3963095634;2.2259166;1970827.3597141705;2.2652085;1.030249750847806
142;2019017.2705722777;2.2205424;1952526.8427299946;2.2676454;1.0340535281703565
143;2019393.570178921;2.224402;1966494.7642738987;2.2761571;1.0269000491972093
144;2028953.8092488046;2.2208846;1974125.718401554;2.2686884;1.0277733532044984
145;2004573.0911554303;2.197427;1910851.2195770794;2.2211475;1.049047184112583
146;2017112.87028129;2.2129903;1961289.7751778492;2.2670028;1.0284624413026264
147;2027593.3967138997;2.2082417;1970664.3384225136;2.2545314;1.028888257214294
148;2017094.403827905;2.217509;1956600.4699764831;2.2756689;1.0309178776043884
149;2008120.2279189422;2.21158;1957032.7597040855;2.272043;1.0261045544391303
150;2033069.6380932187;2.2245562;1971125.2000909043;2.2725186;1.0314259276881335
151;2033934.167537903;2.211843;1975698.0086418174;2.259121;1.02947624517581
152;2006741.0445848845;2.2199457;1939914.3545616714;2.2595718;1.0344482682269305
153;2029254.2813439986;2.2213767;1966774.4904697575;2.2754185;1.031767643508188
154;2028190.6365066224;2.2184393;1965361.3180579117;2.260936;1.0319683296254125
155;2027436.8970157197;2.236131;1969137.1231945865;2.2822406;1.0296067618320819
156;2028308.3955981068;2.2199042;1972092.3066023933;2.26578;1.028505810203461
157;2016574.563409884;2.2288332;1963034.0609465705;2.2768664;1.027274362441524
158;2026466.798279092;2.2388554;1972160.6988634078;2.2775383;1.0275363460224016
159;2013165.4232858678;2.2233338;1951659.8659504277;2.2721765;1.0315144859042782
160;2015047.726200787;2.2285788;1957181.5502374447;2.259488;1.0295660747243003
161;2017478.036241762;2.2205675;1956173.3212341724;2.2657638;1.0313391018792302
162;2036074.315408044;2.2368317;1980997.3541293975;2.2702072;1.0278026425244022
163;2012658.541343676;2.2301056;1945271.9356299194;2.2762032;1.0346412264935778
164;2039178.5377685134;2.2347622;1980373.4591274147;2.2800837;1.0296939339244675
165;2034395.5016547989;2.229413;1985952.6905114872;2.2818274;1.0243927316973673
166;2023412.6857457424;2.2197537;1967427.1892041569;2.2571185;1.0284561974383573
167;2016171.0542564685;2.231228;1955918.1749850651;2.2824452;1.0308054191847078
168;2004502.0331358868;2.2206929;1944915.3775452415;2.2724688;1.0306371455944021
169;2011001.2616758638;2.2071114;1948746.493057558;2.2622337;1.031946058063524
170;2024265.599040317;2.2168124;1962004.87581109;2.2726564;1.0317332153435594
171;2023024.566938132;2.2207968;1960952.5585744262;2.2756648;1.031654008197338
172;2030881.214836874;2.232918;1974416.6569270797;2.2735994;1.0285980964107515
173;2025031.905554074;2.2210224;1963983.043133704;2.2643743;1.0310842105454034
174;2028351.6227742333;2.227306;1970319.174863624;2.279787;1.0294533234264576
175;2017324.3928269001;2.2156649;1957252.3843593514;2.2677665;1.0306920093430934
176;2035565.159767598;2.2168665;1974700.9241996778;2.2719262;1.0308220018647065
177;2033072.92500822;2.228274;1985382.916253917;2.2739375;1.0240205596431171
178;2020000.7814603508;2.2222657;1956374.0086110074;2.2724104;1.0325228062575404
179;2026314.106466889;2.2300096;1969204.2851209394;2.2809014;1.0290014711919246
180;2044895.6313065113;2.228003;1988298.2749500787;2.2737749;1.0284652242922927
181;2036139.4084993491;2.2196033;1977932.4151339547;2.2634435;1.0294282013480487
182;2018893.2503300193;2.2111585;1961104.6334676372;2.2631347;1.0294673807180803
183;2017971.210084252;2.2274477;1950791.2981482525;2.2765827;1.034437262458454
184;2034725.3922520939;2.2150388;1978312.1760489766;2.2662435;1.0285158312657126
185;2021498.3526609638;2.2159317;1963552.208361619;2.2655425;1.0295108752660542
186;2027060.865529833;2.2241852;1974728.2242039405;2.281285;1.026501186687089
187;2038506.0792169636;2.2229917;1974203.5827092319;2.2688262;1.0325713604569031
188;2030767.7979863468;2.229672;1965145.4957683377;2.2643116;1.033393101100818
189;2037370.3252536242;2.2288208;1979394.2503516625;2.278281;1.0292898066626504
190;2024005.3365945176;2.2242978;1973458.9670291038;2.2646534;1.025613083631279
191;2016471.1760416138;2.2119386;1949794.3963025117;2.274029;1.0341968260169094
192;1978582.2483450274;2.1725843;1962524.3971384831;2.2763033;1.0081822428449592
193;2030748.930375029;2.2208762;1972534.8224692822;2.2706704;1.029512334708937
194;2028422.2605586464;2.2137542;1976171.2125361098;2.2728276;1.0264405470999045
195;2021588.0742546783;2.227135;1969389.6189046265;2.2701738;1.0265048900679616
196;2004185.2727611102;2.22764;1944878.2787951424;2.2612948;1.0304939361051986
197;2031275.7769819978;2.2293088;1971574.059575802;2.2674155;1.0302812451382328
198;2020057.9896151093;2.2209804;1960195.970687186;2.2670736;1.030538792969224
199;2028712.521616619;2.2204213;1976754.2646313747;2.268534;1.026284631284169
200;2019429.3357088082;2.222516;1960035.4261850123;2.2621753;1.0303024673586636
201;2015182.1696462906;2.210086;1947859.0250869174;2.2519069;1.0345626370760426
202;2031890.0440434297;2.2359517;1979255.7339094914;2.2803507;1.0265929810040126
203;2023257.7320033973;2.2230918;1964158.278406847;2.260072;1.0300889466222074
204;2023083.8184210518;2.2250776;1968985.1763688393;2.2833338;1.02747539326425
205;2023493.0261584225;2.2219195;1967330.1207271293;2.267541;1.028547778961741
206;2043601.5430251511;2.230352;1986133.464481563;2.2866216;1.0289346509543802
207;2023446.493976292;2.2135034;1957815.0800296841;2.2653046;1.033522784973958
208;2026478.758731943;2.2155604;1967308.4549918373;2.260502;1.030076780074811
209;2040337.0531031857;2.227498;1982423.0318801915;2.2673907;1.0292137552336984
210;2034312.0667400677;2.207199;1979395.8156268455;2.264687;1.0277439462484823
211;2019106.6277882173;2.2224243;1959231.451695147;2.2650626;1.0305605425235826
212;2022031.36349748;2.2267427;1955885.9353832954;2.2752893;1.033818653182974
213;2023231.1434884404;2.2140543;1963679.8811649552;2.2617538;1.0303263596549945
214;2022083.6687773757;2.2322628;1966868.5030888272;2.2770875;1.0280726269203238
215;2017840.2205648597;2.209043;1961961.7870488255;2.262897;1.0284808979893978
216;2005601.259350503;2.2066898;1946412.1931706346;2.252324;1.030409317403346
217;2031124.3954989563;2.2238595;1973896.5946765067;2.2741337;1.0289922992809197
218;2021476.2816380404;2.2183976;1957810.8845554253;2.2671487;1.0325186654057612
219;2013349.1251757783;2.2117302;1957345.1164056282;2.2551405;1.0286122300562883
220;2023803.889524436;2.2273355;1966969.511280703;2.2691474;1.0288943869835216
221;2024624.0334323486;2.2196035;1966654.9494576023;2.27536;1.029475981025921
222;2018430.1903464661;2.2195704;1953360.800926323;2.2671864;1.033311505682558
223;2023484.1407231728;2.2308776;1964013.1001852932;2.2763948;1.03028036856387
224;2002419.20382192;2.2180517;1940103.496012579;2.2642865;1.0321197853297086
225;2014298.3563367322;2.220075;1958830.5232233433;2.271776;1.0283168106968816
226;2012050.949610064;2.2117424;1945913.3575057224;2.268363;1.033987942910838
227;2035888.925202821;2.2235255;1980641.63437758;2.269502;1.0278936329855566
228;2030177.021191769;2.2316706;1967946.3367520089;2.2631474;1.0316221450136027
229;2015603.7083223965;2.2130153;1964449.8089415657;2.2618456;1.026039809797122
230;2020182.3969793273;2.2284741;1963248.7036051578;2.2747762;1.0289997356267806
231;2029469.5904993382;2.2369945;1961218.0728352338;2.2826743;1.0348005755246976
232;2037030.1476836803;2.2243977;1977431.182981908;2.2631347;1.0301395897944214
233;2015876.87785322;2.2111962;1963655.8576535487;2.2602224;1.0265937740547229
234;2024400.7278196076;2.216833;1955598.3743587148;2.2532003;1.0351822513063065
235;2033528.4396691155;2.2259793;1974744.2718177715;2.2699943;1.0297679900583951
236;2024943.1771103248;2.2247064;1966947.5456154;2.2720056;1.0294850930947321
237;2034417.675636215;2.2221572;1975241.172963855;2.2667317;1.029959127767454
238;2033237.9629023196;2.2166038;1974178.9191683247;2.2754395;1.0299157503712355
239;2035649.9157497585;2.2162738;1977032.2300083935;2.2656887;1.0296493323940987
240;2020895.1678834225;2.223238;1965682.4044224874;2.2765036;1.028088343944431
241;2027737.8056322464;2.2206886;1973186.1288641328;2.2616286;1.0276464931362133
242;2015366.4905136123;2.214242;1958954.9347829598;2.2616913;1.0287967603179715
243;2024590.4732009755;2.2337232;1962766.6121440139;2.2907355;1.031498325208125
244;2026263.964200468;2.2316785;1969364.5644001553;2.276637;1.0288922634381021
245;2032731.2726639218;2.2329261;1972148.9417829418;2.2808304;1.0307189429750727
246;2016448.149846262;2.2131655;1957722.3113811684;2.2638025;1.0299970216019363
247;2011939.1276127708;2.2219071;1957492.6513181007;2.2798831;1.0278143962675967
248;2018925.107431588;2.2117302;1958776.0698803547;2.239623;1.030707459865439
249;2027444.056077773;2.2148886;1974616.0310120967;2.2598095;1.0267535684082334
250;2029739.1978375732;2.2270808;1967715.2519507026;2.2572725;1.0315207933797246
251;2037843.8444915905;2.2100945;1984299.2366523792;2.2699778;1.026984139715512
252;2021503.073523504;2.2268972;1961637.0091791356;2.268;1.0305184211269647
253;2018291.015684978;2.2174258;1961212.1563489574;2.2590292;1.0291038678050417
254;2019150.9735913482;2.206523;1964035.125201886;2.2519443;1.0280625573760025
255;2031239.6503869018;2.231441;1977126.942868789;2.2787066;1.0273693642754147
256;2031592.4587419871;2.2399237;1977397.8068267754;2.2780724;1.0274070557416974
257;2013720.0785642471;2.214192;1955250.5966091098;2.2733657;1.0299038302591688
258;2026776.7511827508;2.2129529;1963837.5381770225;2.261883;1.0320490935641005
259;2016348.9346064904;2.220534;1953743.7472132903;2.26636;1.0320437045454383
260;2015693.986623373;2.2132947;1946848.7917576255;2.2723851;1.0353623738819457
261;2030799.1020128177;2.2157776;1971652.4119333718;2.2601976;1.0299985381406287
262;2017908.9923356632;2.2282572;1954784.509877322;2.266573;1.0322922972529094
263;2032279.1854080353;2.2304144;1972351.424050996;2.2769125;1.0303839166926725
264;2034154.2893600913;2.2203212;1973228.0600598163;2.2569973;1.030876425555406
265;2010449.2492615627;2.2179554;1940427.9471515259;2.2661433;1.0360854945491924
266;2013774.2647596046;2.235626;1957987.3975710487;2.278498;1.0284919439511007
267;2020684.187499863;2.2465825;1956359.0713614693;2.2792363;1.0328800152691953
268;2028558.6392728123;2.224189;1966778.7189671432;2.2591836;1.0314117290927944
269;2031801.36776689;2.2353296;1975945.7641305516;2.2816942;1.028267781763188
270;2026938.5332450778;2.2274687;1970799.9016929371;2.276491;1.0284852011124606
271;2018437.0191533184;2.2284117;1954737.2970910796;2.2716007;1.0325873569594404
272;2029109.9282000377;2.2227662;1972410.653955633;2.271555;1.0287461812937866
273;2034767.0685531825;2.226801;1979734.2844489662;2.2775214;1.0277980659003105
274;2033268.2270483738;2.2403948;1975004.992410907;2.284836;1.0295002973973977
275;2017351.8508773185;2.2144465;1955333.1051523255;2.2563004;1.0317177393261399
276;2024234.400412413;2.2208345;1963352.9235981868;2.267879;1.031008931752652
277;2020503.5352071365;2.2216814;1960122.2294722123;2.27385;1.030804867587866
278;2016814.1421597316;2.2156687;1958388.6011277;2.2698152;1.0298334768688853
279;2034644.2014469493;2.2354548;1981838.4679301938;2.2791488;1.0266448221544036
280;2026440.5629175676;2.220976;1967398.561115176;2.264933;1.0300101885654145
281;2025255.5300771447;2.2305686;1961459.8093059098;2.2798624;1.032524612774916
282;2028615.1195466702;2.2145176;1972581.1271163938;2.2619665;1.0284064323945903
283;2020179.994752351;2.2115052;1965046.3691029155;2.256313;1.028057162678866
284;2027380.7758851368;2.2229164;1972682.9472092842;2.270053;1.0277276329443779
285;2012235.0725169773;2.1980364;1956364.7625367374;2.2612615;1.028558227509575
286;2020271.8585243337;2.217;1959646.6237988449;2.2740793;1.0309368199292812
287;2022101.3040751617;2.2201333;1958540.6772219772;2.2691307;1.0324530542522812
288;2041338.992786567;2.236402;1983948.5793997583;2.2858539;1.0289273693797911
289;2032837.1508237415;2.220488;1980167.3466560005;2.2850318;1.0265986631163708
290;2033389.2548913371;2.2358556;1976012.4085811062;2.2835925;1.0290366832015143
291;2036545.9890906147;2.2319374;1983176.3860221992;2.2754645;1.0269111731284088
292;2030821.663959741;2.2309527;1971503.0656585353;2.273516;1.0300880071324625
293;2038387.7674239045;2.2323837;1975690.2936109512;2.2764866;1.031734464665695
294;2021677.7401777504;2.21274;1955383.1495792458;2.2574978;1.0339036319366717
295;2021900.4028468002;2.2054548;1967860.59524841;2.2667234;1.0274611970628786
296;2020196.3133321973;2.2215898;1954631.0149044734;2.263882;1.0335435680329303
297;2012409.51855652;2.2258623;1950374.3113403847;2.2683878;1.0318068213139568
298;2022418.491137321;2.2198458;1961595.9758535167;2.2662766;1.0310066476647106
299;2016433.701288261;2.2172086;1956013.8839108197;2.2648623;1.0308892579313593
300;2036210.1690506432;2.226;1975014.4334621835;2.2652419;1.0309849561358315
301;2030602.2395889095;2.2324715;1969476.5241807092;2.2722766;1.0310365290764907
302;2029308.788845562;2.2344742;1971554.1142652507;2.2772753;1.0292939839502375
303;2022621.4353393859;2.2217484;1962686.798757999;2.2614784;1.0305370355674242
304;2028247.9198947665;2.2114923;1970628.072856505;2.2563212;1.0292393312730694
305;2022045.1113596596;2.2175214;1952768.72135611;2.2615077;1.0354759830213995
306;2021606.0837098912;2.2275355;1965432.6802772598;2.2739458;1.028580680476274
307;2026764.1858375133;2.222224;1969275.8524894123;2.2669861;1.0291926259469584
308;2026331.672130828;2.2173545;1965449.0686330097;2.2625468;1.0309764340727297
309;2036916.6927697062;2.2183518;1978094.3879326915;2.2704198;1.0297368544169876
310;2021759.12177272;2.214317;1953006.4970700794;2.2514856;1.0352034797660858
311;2029845.1365921886;2.217196;1974392.6671394035;2.2679665;1.0280858364071659
312;2012361.8133502235;2.218986;1950606.9329323047;2.2598722;1.0316593155572784
313;2015748.4890512002;2.2153769;1955781.7233263196;2.2681253;1.0306612772834851
314;2025542.7164238223;2.246683;1972161.6593414214;2.2867887;1.0270672826588805
315;2022166.0399214916;2.2244313;1962500.3241730232;2.27183;1.030402907461231
316;2020553.4585769868;2.2170374;1958925.622143504;2.2710333;1.0314600185616278
317;2022184.7065673661;2.2156396;1967108.0339642134;2.26664;1.0279988041593016
318;2014298.6632875286;2.2188191;1955275.12012262;2.2694478;1.0301868225895532
319;2018771.5919223183;2.2187734;1956963.8630198531;2.2615283;1.0315834799356427
320;2022088.335958752;2.2249274;1969708.2583472491;2.2557454;1.0265928100720125
321;2023674.4556495552;2.2184937;1971769.5785998944;2.2692852;1.026324007436263
322;2021761.757828954;2.2074952;1962580.1011440079;2.2627382;1.030155027379748
323;2026798.6566401704;2.2112672;1966940.5995664052;2.2535965;1.0304320613886155
324;2035661.6185181702;2.2222364;1983963.7628577168;2.261587;1.026057862864384
325;2038892.8067388835;2.2268012;1977979.3232255592;2.260306;1.0307958140907107
326;2025795.3523330418;2.2251823;1975609.7682671112;2.2745008;1.0254025794324506
327;2032010.8034719531;2.2249527;1974752.1983362515;2.267178;1.0289953368245102
328;2031862.7407122476;2.2172167;1979740.2061143406;2.2676537;1.026327966890266
329;2028582.8531413586;2.2179806;1965924.2346674274;2.2633266;1.0318723465375719
330;2024006.928981999;2.2329764;1970104.5972773866;2.277388;1.027360137009529
331;2015650.4734129638;2.223655;1957107.1771340955;2.2734451;1.0299131784722166
332;2008102.6792211856;2.2079082;1945580.7266998722;2.260619;1.0321353679460858
