;Stoch-Stoch Value;Stoch-Stoch Mean Stopping Time;Stoch-Determ Value;Stoch-Determ Mean Stopping Time;Rel Improvement
count;10000,0;10000,0;10000,0;10000,0;10000,0
mean;2407189,2874778565;2,4661593437194824;2402133,2820648355;2,4875895977020264;1,0023592568256372
std;39080,447319626954;0,039201587438583374;28272,978413493696;0,028676752001047134;0,02844316733376927
min;826250,3826144831;0,8731877207756042;932141,8822571817;0,9831362366676331;0,34229391835241413
25%;2403911,4769916744;2,463104248046875;2397893,432533059;2,48372882604599;1,002102026496035
50%;2409271,8324035564;2,468130111694336;2403210,8738118242;2,4886648654937744;1,0024944899313888
75%;2414375,4627159806;2,4730639457702637;2408407,289074794;2,493638277053833;1,002873279472389
max;2440991,124597504;2,495850086212158;2434474,7702208674;2,5181846618652344;2,5871924080395616
CI 95 Lower;2406423,3247853946;2,465391006651304;2401579,141870574;2,48702754369087;1,001801780989833
CI 95 Upper;2407955,2501703184;2,466927680787661;2402687,422259097;2,4881516517131828;1,0029167326614414
