;Stoch-Stoch Value;Stoch-Stoch Mean Stopping Time;Stoch-Determ Value;Stoch-Determ Mean Stopping Time;Rel Improvement
count;10000,0;10000,0;10000,0;10000,0;10000,0
mean;2022187,8953131675;2,220729112625122;1964658,2776618947;2,2692854404449463;1,0293786989202318
std;32675,173013833803;0,035043731331825256;19043,7800413088;0,020350180566310883;0,019821517062524562
min;702213,4682779539;0,8070709705352783;1107771,1929547607;1,2943060398101807;0,35606734213357577
25%;2018087,1279764525;2,216339588165283;1958734,5701289782;2,2642635107040405;1,0280677324801075
50%;2023483,3319767585;2,22216534614563;1965406,0157704335;2,2700507640838623;1,0295632424133678
75%;2029031,8553955997;2,227985918521881;1972046,724833484;2,2758732438087463;1,0311087108908081
max;2055958,5850114159;2,255190372467041;1999361,9897754875;2,3026063442230225;1,832305158973311
CI 95 Lower;2021547,4736902101;2,2200422681121794;1964285,02643179;2,268886584235058;1,0289902043246169
CI 95 Upper;2022828,3169361248;2,2214159571380647;1965031,5288919993;2,2696842966548347;1,0297671935158468
